,CaptureEventID,notblank
41072,ASG00035dq,1
41073,ASG00035dt,1
41074,ASG00035dv,1
41075,ASG00035dw,1
41076,ASG00035dy,1
41077,ASG00035dz,1
41078,ASG00035e7,1
41079,ASG00035ea,1
41080,ASG00035eb,1
41081,ASG00035ec,1
41082,ASG00035eh,1
41083,ASG00035en,1
41084,ASG00035ey,1
41085,ASG00035f1,1
41086,ASG00035f3,1
41087,ASG00035f7,1
41088,ASG00035f9,1
41089,ASG00035fa,1
41090,ASG00035fk,1
41091,ASG00035fn,1
41092,ASG00035fu,1
41093,ASG00035fy,1
41094,ASG00035g2,1
41095,ASG00035g3,0
41096,ASG00035g4,0
41097,ASG00035gb,1
41098,ASG00035gl,1
41099,ASG00035gm,0
41100,ASG00035gn,0
41101,ASG00035go,0
41102,ASG00035gp,0
41103,ASG00035gq,0
41104,ASG00035gr,0
41105,ASG00035gs,0
41106,ASG00035gt,0
41107,ASG00035gu,0
41108,ASG00035gv,0
41109,ASG00035gw,0
41110,ASG00035gx,0
41111,ASG00035gy,1
41112,ASG00035h0,0
41113,ASG00035h1,0
41114,ASG00035h3,0
41115,ASG00035h5,1
41116,ASG00035h6,1
41117,ASG00035hb,0
41118,ASG00035hc,0
41119,ASG00035hd,0
41120,ASG00035he,0
41121,ASG00035hj,1
41122,ASG00035hk,1
41123,ASG00035hm,1
41124,ASG00035hp,1
41125,ASG00035hq,1
41126,ASG00035hr,1
41127,ASG00035i1,1
41128,ASG00035i2,1
41129,ASG00035i4,1
41130,ASG00035i6,1
41131,ASG00035ib,1
41132,ASG00035id,1
41133,ASG00035ii,1
41134,ASG00035iq,1
41135,ASG00035is,1
41136,ASG00035it,1
41137,ASG00035iu,1
41138,ASG00035iz,1
41139,ASG00035j6,1
41140,ASG00035j9,1
41141,ASG00035ja,1
41142,ASG00035jc,1
41143,ASG00035jf,1
41144,ASG00035jh,1
41145,ASG00035jl,1
41146,ASG00035jp,1
41147,ASG00035jr,1
41148,ASG00035js,1
41149,ASG00035jt,1
41150,ASG00035jv,1
41151,ASG00035jy,1
41152,ASG00035k0,1
41153,ASG00035k1,1
41154,ASG00035k5,1
41155,ASG00035k9,1
41156,ASG00035ke,1
41157,ASG00035kg,1
41158,ASG00035kh,1
41159,ASG00035ki,1
41160,ASG00035kk,1
41161,ASG00035kl,0
41162,ASG00035kn,1
41163,ASG00035ko,1
41164,ASG00035kt,1
41165,ASG00035ku,1
41166,ASG00035kv,1
41167,ASG00035kw,1
41168,ASG00035l1,1
41169,ASG00035l2,1
41170,ASG00035l3,1
41171,ASG00035l8,1
41172,ASG00035le,1
41173,ASG00035lj,1
41174,ASG00035lm,1
41175,ASG00035lz,1
41176,ASG00035m3,1
41177,ASG00035m5,1
41178,ASG00035m6,1
41179,ASG00035m8,1
41180,ASG00035m9,1
41181,ASG00035me,1
41182,ASG00035mg,1
41183,ASG00035mi,1
41184,ASG00035mq,1
41185,ASG00035mw,1
41186,ASG00035n0,1
41187,ASG00035n1,1
41188,ASG00035n2,1
41189,ASG00035n4,1
41190,ASG00035n6,1
41191,ASG00035ni,1
41192,ASG00035nk,1
41193,ASG00035nl,1
41194,ASG00035nw,1
41195,ASG00035o1,1
41196,ASG00035o4,1
41197,ASG00035o5,1
41198,ASG00035o6,1
41199,ASG00035o7,1
41200,ASG00035oa,1
41201,ASG00035ob,1
41202,ASG00035od,1
41203,ASG00035oe,0
41204,ASG00035on,0
41205,ASG00035oo,1
41206,ASG00035or,1
41207,ASG00035p7,1
41208,ASG00035p9,1
41209,ASG00035pa,0
41210,ASG00035pb,0
41211,ASG00035pc,0
41212,ASG00035pd,0
41213,ASG00035pe,0
41214,ASG00035pf,0
41215,ASG00035pg,0
41216,ASG00035ph,0
41217,ASG00035pi,0
41218,ASG00035pj,0
41219,ASG00035pk,0
41220,ASG00035pl,1
41221,ASG00035pm,1
41222,ASG00035po,1
41223,ASG00035ps,1
41224,ASG00035pv,1
41225,ASG00035pw,1
41226,ASG00035px,1
41227,ASG00035q0,1
41228,ASG00035q3,1
41229,ASG00035q4,1
41230,ASG00035q7,1
41231,ASG00035qb,0
41232,ASG00035qc,0
41233,ASG00035qd,1
41234,ASG00035qi,1
41235,ASG00035qj,1
41236,ASG00035qk,1
41237,ASG00035ql,1
41238,ASG00035qo,1
41239,ASG00035qp,1
41240,ASG00035qr,1
41241,ASG00035r2,1
41242,ASG00035r3,1
41243,ASG00035r4,1
41244,ASG00035r5,1
41245,ASG00035r7,1
41246,ASG00035r9,1
41247,ASG00035re,1
41248,ASG00035rg,1
41249,ASG00035rj,1
41250,ASG00035rp,1
41251,ASG00035rx,1
41252,ASG00035s0,1
41253,ASG00035s4,1
41254,ASG00035s5,1
41255,ASG00035s6,1
41256,ASG00035s7,1
41257,ASG00035s8,1
41258,ASG00035sf,0
41259,ASG00035sg,1
41260,ASG00035sj,1
41261,ASG00035sk,1
41262,ASG00035sn,1
41263,ASG00035sp,1
41264,ASG00035sq,1
41265,ASG00035ss,1
41266,ASG00035sx,1
41267,ASG00035t6,1
41268,ASG00035t7,1
41269,ASG00035t9,1
41270,ASG00035ti,1
41271,ASG00035tr,1
41272,ASG00035tu,1
41273,ASG00035ty,1
41274,ASG00035u1,1
41275,ASG00035u8,1
41276,ASG00035ua,1
41277,ASG00035uc,1
41278,ASG00035ud,1
41279,ASG00035uf,1
41280,ASG00035uh,1
41281,ASG00035um,1
41282,ASG00035uo,1
41283,ASG00035up,1
41284,ASG00035ur,1
41285,ASG00035uu,1
41286,ASG00035uy,1
41287,ASG00035uz,1
41288,ASG00035v0,1
41289,ASG00035v3,1
41290,ASG00035va,1
41291,ASG00035vc,1
41292,ASG00035vl,1
41293,ASG00035vm,1
41294,ASG00035vn,1
41295,ASG00035vo,1
41296,ASG00035vp,1
41297,ASG00035vs,1
41298,ASG00035vy,1
41299,ASG00035w0,1
41300,ASG00035w3,0
41301,ASG00035w4,1
41302,ASG00035w7,1
41303,ASG00035w9,1
41304,ASG00035wf,1
41305,ASG00035wh,1
41306,ASG00035wk,1
41307,ASG00035wp,1
41308,ASG00035wv,1
41309,ASG00035wx,1
41310,ASG00035wz,1
41311,ASG00035x1,1
41312,ASG00035x2,1
41313,ASG00035x3,1
41314,ASG00035x7,1
41315,ASG00035xd,1
41316,ASG00035xe,1
41317,ASG00035xg,1
41318,ASG00035xh,1
41319,ASG00035xi,1
41320,ASG00035xm,1
41321,ASG00035xo,1
41322,ASG00035xy,1
41323,ASG00035xz,1
41324,ASG00035y6,1
41325,ASG00035y8,1
41326,ASG00035yc,1
41327,ASG00035ye,1
41328,ASG00035yg,1
41329,ASG00035yi,1
41330,ASG00035yl,1
41331,ASG00035ym,1
41332,ASG00035yn,1
41333,ASG00035yv,1
41334,ASG00035ze,1
41335,ASG00035zi,1
41336,ASG00035zj,1
41337,ASG00035zl,1
41338,ASG00035zo,1
41339,ASG00035zr,1
41340,ASG0003605,1
41341,ASG0003606,1
41342,ASG0003608,0
41343,ASG000360e,1
41344,ASG000360f,1
41345,ASG000360h,1
41346,ASG000360q,1
41347,ASG000360t,1
41348,ASG0003610,1
41349,ASG0003613,1
41350,ASG0003619,1
41351,ASG000361a,1
41352,ASG000361e,1
41353,ASG000361f,1
41354,ASG000361h,1
41355,ASG000361k,1
41356,ASG000361m,1
41357,ASG000361t,1
41358,ASG000361v,1
41359,ASG000361w,1
41360,ASG000361y,1
41361,ASG0003621,1
41362,ASG0003623,1
41363,ASG0003627,1
41364,ASG000362a,1
41365,ASG000362f,1
41366,ASG000362k,1
41367,ASG000362t,1
41368,ASG000362v,1
41369,ASG000362x,1
41370,ASG0003630,1
41371,ASG0003635,1
41372,ASG0003637,1
41373,ASG000363f,1
41374,ASG000363g,1
41375,ASG000363j,1
41376,ASG000363k,1
41377,ASG000363m,1
41378,ASG000363n,1
41379,ASG000363r,1
41380,ASG000363s,1
41381,ASG000363w,1
41382,ASG000363x,1
41383,ASG0003642,1
41384,ASG0003643,1
41385,ASG0003644,1
41386,ASG0003649,1
41387,ASG000364a,1
41388,ASG0003uyy,0
41389,ASG0003uyz,0
41390,ASG0003uz1,0
41391,ASG0003uz3,0
41392,ASG0003uz4,0
41393,ASG0003uz5,0
41394,ASG0003uz6,0
41395,ASG0003uz7,1
41396,ASG0003uz8,0
41397,ASG0003uz9,0
41398,ASG0003uza,0
41399,ASG0003uzb,0
41400,ASG0003uzd,0
41401,ASG0003uze,0
41402,ASG0003uzf,0
41403,ASG0003uzg,0
41404,ASG0003uzh,0
41405,ASG0003uzi,0
41406,ASG0003uzj,0
41407,ASG0003uzk,0
41408,ASG0003uzl,0
41409,ASG0003uzm,0
41410,ASG0003uzn,0
41411,ASG0003uzo,1
41412,ASG0003uzp,0
41413,ASG0003uzq,0
41414,ASG0003uzr,0
41415,ASG0003uzs,0
41416,ASG0003uzt,0
41417,ASG0003uzu,0
41418,ASG0003uzv,0
41419,ASG0003uzw,0
41420,ASG0003uzy,0
41421,ASG0003v00,0
41422,ASG0003v01,0
41423,ASG0003v02,0
41424,ASG0003v03,0
41425,ASG0003v04,0
41426,ASG0003v05,0
41427,ASG0003v06,0
41428,ASG0003v07,0
41429,ASG0003v08,0
41430,ASG0003v09,0
41431,ASG0003v0a,0
41432,ASG0003v0b,0
41433,ASG0003v0c,0
41434,ASG0003v0f,0
41435,ASG0003v0g,0
41436,ASG0003v0h,0
41437,ASG0003v0i,0
41438,ASG0003v0j,0
41439,ASG0003v0k,0
41440,ASG0003v0l,0
41441,ASG0003v0m,0
41442,ASG0003v0n,0
41443,ASG0003v0p,0
41444,ASG0003v0s,0
41445,ASG0003v0t,0
41446,ASG0003v0u,0
41447,ASG0003v0v,0
41448,ASG0003v0w,0
41449,ASG0003v0x,0
41450,ASG0003v0y,0
41451,ASG0003v0z,0
41452,ASG0003v10,0
41453,ASG0003v11,0
41454,ASG0003v12,0
41455,ASG0003v13,0
41456,ASG0003v14,0
41457,ASG0003v15,0
41458,ASG0003v16,0
41459,ASG0003v19,0
41460,ASG0003v1a,0
41461,ASG0003v1b,0
41462,ASG0003v1c,1
41463,ASG0003v1d,0
41464,ASG0003v1e,0
41465,ASG0003v1f,0
41466,ASG0003v1g,0
41467,ASG0003v1h,0
41468,ASG0003v1i,0
41469,ASG0003v1j,0
41470,ASG0003v1k,0
41471,ASG0003v1l,0
41472,ASG0003v1n,0
41473,ASG0003v1o,0
41474,ASG0003v1p,0
41475,ASG0003v1q,0
41476,ASG0003v1r,0
41477,ASG0003v1s,0
41478,ASG0003v1t,0
41479,ASG0003v1u,0
41480,ASG0003v1v,0
41481,ASG0003v1w,1
41482,ASG0003v1x,0
41483,ASG0003v1y,0
41484,ASG0003v1z,0
41485,ASG0003v20,0
41486,ASG0003v21,0
41487,ASG0003v22,0
41488,ASG0003v23,0
41489,ASG0003v24,0
41490,ASG0003v25,0
41491,ASG0003v26,0
41492,ASG0003v29,0
41493,ASG0003v2a,0
41494,ASG0003v2c,0
41495,ASG0003v2d,0
41496,ASG0003v2e,0
41497,ASG0003v2f,0
41498,ASG0003v2g,0
41499,ASG0003v2h,0
41500,ASG0003v2i,0
41501,ASG0003v2j,0
41502,ASG0003v2k,0
41503,ASG0003v2l,0
41504,ASG0003v2m,0
41505,ASG0003v2n,0
41506,ASG0003v2o,0
41507,ASG0003v2p,0
41508,ASG0003v2q,0
41509,ASG0003v2r,0
41510,ASG0003v2s,0
41511,ASG0003v2u,0
41512,ASG0003v2v,0
41513,ASG0003v2w,0
41514,ASG0003v2y,0
41515,ASG0003v30,0
41516,ASG0003v31,0
41517,ASG0003v33,0
41518,ASG0003v34,0
41519,ASG0003v35,1
41520,ASG0003v36,0
41521,ASG0003v38,0
41522,ASG0003v39,0
41523,ASG0003v3a,0
41524,ASG0003v3b,0
41525,ASG0003v3c,0
41526,ASG0003v3e,0
41527,ASG0003v3f,0
41528,ASG0003v3g,0
41529,ASG0003v3h,0
41530,ASG0003v3i,0
41531,ASG0003v3j,0
41532,ASG0003v3l,0
41533,ASG0003v3n,0
41534,ASG0003v3o,0
41535,ASG0003v3p,0
41536,ASG0003v3q,0
41537,ASG0003v3r,0
41538,ASG0003v3s,0
41539,ASG0003v3t,0
41540,ASG0003v3v,0
41541,ASG0003v3w,0
41542,ASG0003v3x,0
41543,ASG0003v3y,0
41544,ASG0003v40,0
41545,ASG0003v41,0
41546,ASG0003v42,0
41547,ASG0003v43,0
41548,ASG0003v45,0
41549,ASG0003v46,0
41550,ASG0003v47,0
41551,ASG0003v48,0
41552,ASG0003v49,0
41553,ASG0003v4a,0
41554,ASG0003v4c,0
41555,ASG0003v4e,0
41556,ASG0003v4f,0
41557,ASG0003v4g,0
41558,ASG0003v4h,0
41559,ASG0003v4i,0
41560,ASG0003v4j,0
41561,ASG0003v4k,0
41562,ASG0003v4l,0
41563,ASG0003v4m,0
41564,ASG0003v4n,1
41565,ASG0003v4p,0
41566,ASG0003v4q,0
41567,ASG0003v4r,0
41568,ASG0003v4s,0
41569,ASG0003v4t,0
41570,ASG0003v4v,0
41571,ASG0003v4w,0
41572,ASG0003v4x,0
41573,ASG0003v4y,0
41574,ASG0003v4z,0
41575,ASG0003v50,0
41576,ASG0003v52,0
41577,ASG0003v53,0
41578,ASG0003v54,0
41579,ASG0003v55,0
41580,ASG0003v56,0
41581,ASG0003v57,0
41582,ASG0003v58,0
41583,ASG0003v5a,0
41584,ASG0003v5c,0
41585,ASG0003v5d,0
41586,ASG0003v5e,0
41587,ASG0003v5f,0
41588,ASG0003v5g,0
41589,ASG0003v5h,0
41590,ASG0003v5i,0
41591,ASG0003v5k,0
41592,ASG0003v5l,0
41593,ASG0003v5m,0
41594,ASG0003v5n,0
41595,ASG0003v5o,0
41596,ASG0003v5p,0
41597,ASG0003v5q,0
41598,ASG0003v5r,0
41599,ASG0003v5s,0
41600,ASG0003v5t,0
41601,ASG0003v5u,0
41602,ASG0003v5v,0
41603,ASG0003v5w,0
41604,ASG0003v5x,0
41605,ASG0003v5y,0
41606,ASG0003v5z,0
41607,ASG0003v60,0
41608,ASG0003v61,0
41609,ASG0003v62,0
41610,ASG0003v63,0
41611,ASG0003v64,0
41612,ASG0003v65,0
41613,ASG0003v66,0
41614,ASG0003v67,0
41615,ASG0003v68,0
41616,ASG0003v69,0
41617,ASG0003v6a,0
41618,ASG0003v6b,0
41619,ASG0003v6c,0
41620,ASG0003v6e,0
41621,ASG0003v6f,0
41622,ASG0003v6g,0
41623,ASG0003v6h,0
41624,ASG0003v6i,0
41625,ASG0003v6j,0
41626,ASG0003v6k,0
41627,ASG0003v6m,0
41628,ASG0003v6n,0
41629,ASG0003v6o,0
41630,ASG0003v6p,0
41631,ASG0003v6r,0
41632,ASG0003v6s,0
41633,ASG0003v6t,0
41634,ASG0003v6u,0
41635,ASG0003v6v,0
41636,ASG0003v6w,0
41637,ASG0003v6x,0
41638,ASG0003v6y,0
41639,ASG0003v70,0
41640,ASG0003v71,0
41641,ASG0003v72,0
41642,ASG0003v73,0
41643,ASG0003v74,0
41644,ASG0003v75,0
41645,ASG0003v76,0
41646,ASG0003v77,0
41647,ASG0003v78,1
41648,ASG0003v79,1
41649,ASG0003v7a,0
41650,ASG0003v7b,0
41651,ASG0003v7c,0
41652,ASG0003v7d,0
41653,ASG0003v7e,0
41654,ASG0003v7f,0
41655,ASG0003v7g,0
41656,ASG0003v7h,0
41657,ASG0003v7j,0
41658,ASG0003v7k,0
41659,ASG0003v7l,0
41660,ASG0003v7m,0
41661,ASG0003v7n,0
41662,ASG0003v7p,0
41663,ASG0003v7q,0
41664,ASG0003v7r,0
41665,ASG0003v7s,0
41666,ASG0003v7u,0
41667,ASG0003v7v,0
41668,ASG0003v7w,0
41669,ASG0003v7x,0
41670,ASG0003v7y,0
41671,ASG0003v7z,0
41672,ASG0003v80,0
41673,ASG0003v81,0
41674,ASG0003v82,0
41675,ASG0003v83,0
41676,ASG0003v84,1
41677,ASG0003v85,0
41678,ASG0003v86,0
41679,ASG0003v87,0
41680,ASG0003v89,0
41681,ASG0003v8a,1
41682,ASG0003v8b,0
41683,ASG0003v8c,0
41684,ASG0003v8d,0
41685,ASG0003v8e,0
41686,ASG0003v8f,1
41687,ASG0003v8h,0
41688,ASG0003v8i,0
41689,ASG0003v8j,0
41690,ASG0003v8k,0
41691,ASG0003v8l,0
41692,ASG0003v8m,0
41693,ASG0003v8n,0
41694,ASG0003v8q,0
41695,ASG0003v8r,0
41696,ASG0003v8s,0
41697,ASG0003v8t,0
41698,ASG0003v8u,0
41699,ASG0003v8v,0
41700,ASG0003v8w,0
41701,ASG0003v8x,0
41702,ASG0003v8y,0
41703,ASG0003v8z,0
41704,ASG0003v90,1
41705,ASG0003v91,0
41706,ASG0003v93,0
41707,ASG0003v94,0
41708,ASG0003v95,0
41709,ASG0003v96,0
41710,ASG0003v97,0
41711,ASG0003v98,0
41712,ASG0003v99,0
41713,ASG0003v9a,0
41714,ASG0003v9b,0
41715,ASG0003v9c,1
41716,ASG0003v9e,0
41717,ASG0003v9f,0
41718,ASG0003v9h,0
41719,ASG0003v9i,0
41720,ASG0003v9j,0
41721,ASG0003v9l,0
41722,ASG0003v9m,0
41723,ASG0003v9n,0
41724,ASG0003v9o,0
41725,ASG0003v9p,0
41726,ASG0003v9r,0
41727,ASG0003v9s,0
41728,ASG0003v9t,0
41729,ASG0003v9u,0
41730,ASG0003v9v,0
41731,ASG0003v9w,0
41732,ASG0003v9x,0
41733,ASG0003v9y,0
41734,ASG0003v9z,0
41735,ASG0003va0,0
41736,ASG0003va1,0
41737,ASG0003va2,0
41738,ASG0003va3,0
41739,ASG0003va5,0
41740,ASG0003va6,0
41741,ASG0003va7,0
41742,ASG0003va8,0
41743,ASG0003va9,0
41744,ASG0003vaa,0
41745,ASG0003vab,1
41746,ASG0003vad,0
41747,ASG0003vae,0
41748,ASG0003vaf,0
41749,ASG0003vah,0
41750,ASG0003vak,0
41751,ASG0003val,0
41752,ASG0003vam,0
41753,ASG0003vao,0
41754,ASG0003vap,0
41755,ASG0003vaq,0
41756,ASG0003var,0
41757,ASG0003vas,0
41758,ASG0003vat,0
41759,ASG0003vau,0
41760,ASG0003vav,0
41761,ASG0003vaw,0
41762,ASG0003vax,0
41763,ASG0003vay,0
41764,ASG0003vaz,0
41765,ASG0003vb0,0
41766,ASG0003vb1,0
41767,ASG0003vb2,0
41768,ASG0003vb3,0
41769,ASG0003vb5,0
41770,ASG0003vb7,0
41771,ASG0003vb8,0
41772,ASG0003vb9,0
41773,ASG0003vba,0
41774,ASG0003vbc,0
41775,ASG0003vbd,0
41776,ASG0003vbe,0
41777,ASG0003vbf,0
41778,ASG0003vbg,0
41779,ASG0003vbh,0
41780,ASG0003vbi,0
41781,ASG0003vbj,0
41782,ASG0003vbk,0
41783,ASG0003vbl,0
41784,ASG0003vbm,0
41785,ASG0003vbn,0
41786,ASG0003vbo,0
41787,ASG0003vbq,0
41788,ASG0003vbr,0
41789,ASG0003vbs,0
41790,ASG0003vbt,0
41791,ASG0003vbu,0
41792,ASG0003vbv,0
41793,ASG0003vbw,1
41794,ASG0003vbx,0
41795,ASG0003vby,0
41796,ASG0003vbz,0
41797,ASG0003vc0,0
41798,ASG0003vc1,0
41799,ASG0003vc2,0
41800,ASG0003vc3,0
41801,ASG0003vc5,0
41802,ASG0003vc6,0
41803,ASG0003vc7,0
41804,ASG0003vc8,0
41805,ASG0003vc9,0
41806,ASG0003vca,0
41807,ASG0003vcb,0
41808,ASG0003vcc,0
41809,ASG0003vcd,0
41810,ASG0003vce,0
41811,ASG0003vcf,0
41812,ASG0003vcg,1
41813,ASG0003vch,0
41814,ASG0003vci,0
41815,ASG0003vcj,0
41816,ASG0003vcl,0
41817,ASG0003vcm,0
41818,ASG0003vcn,0
41819,ASG0003vco,0
41820,ASG0003vcp,0
41821,ASG0003vcr,0
41822,ASG0003vcs,0
41823,ASG0003vct,0
41824,ASG0003vcu,0
41825,ASG0003vcv,0
41826,ASG0003vcw,0
41827,ASG0003vcy,0
41828,ASG0003vd0,0
41829,ASG0003vd1,0
41830,ASG0003vd3,0
41831,ASG0003vd4,0
41832,ASG0003vd5,0
41833,ASG0003vd6,0
41834,ASG0003vd7,0
41835,ASG0003vd8,0
41836,ASG0003vd9,0
41837,ASG0003vda,1
41838,ASG0003vdb,0
41839,ASG0003vdc,0
41840,ASG0003vdd,0
41841,ASG0003vde,0
41842,ASG0003vdf,0
41843,ASG0003vdg,0
41844,ASG0003vdh,0
41845,ASG0003vdj,0
41846,ASG0003vdk,0
41847,ASG0003vdm,0
41848,ASG0003vdn,0
41849,ASG0003vdo,0
41850,ASG0003vdp,0
41851,ASG0003vdq,1
41852,ASG0003vdr,0
41853,ASG0003vds,0
41854,ASG0003vdt,0
41855,ASG0003vdu,0
41856,ASG0003vdv,0
41857,ASG0003vdw,0
41858,ASG0003vdx,0
41859,ASG0003vdy,0
41860,ASG0003vdz,0
41861,ASG0003ve0,0
41862,ASG0003ve1,0
41863,ASG0003ve2,0
41864,ASG0003ve3,0
41865,ASG0003ve4,0
41866,ASG0003ve5,0
41867,ASG0003ve6,0
41868,ASG0003ve7,0
41869,ASG0003ve8,0
41870,ASG0003ve9,0
41871,ASG0003vea,0
41872,ASG0003veb,0
41873,ASG0003vec,0
41874,ASG0003ved,0
41875,ASG0003vef,0
41876,ASG0003veg,0
41877,ASG0003veh,1
41878,ASG0003vei,0
41879,ASG0003vej,0
41880,ASG0003vek,0
41881,ASG0003vel,0
41882,ASG0003vem,0
41883,ASG0003ven,0
41884,ASG0003veo,0
41885,ASG0003vep,0
41886,ASG0003veq,0
41887,ASG0003ver,0
41888,ASG0003ves,0
41889,ASG0003veu,0
41890,ASG0003vev,0
41891,ASG0003vew,0
41892,ASG0003vex,0
41893,ASG0003vey,0
41894,ASG0003vez,0
41895,ASG0003vf0,0
41896,ASG0003vf1,0
41897,ASG0003vf2,0
41898,ASG0003vf3,0
41899,ASG0003vf4,0
41900,ASG0003vf5,0
41901,ASG0003vf6,0
41902,ASG0003vf7,0
41903,ASG0003vf8,0
41904,ASG0003vf9,0
41905,ASG0003vfa,0
41906,ASG0003vfb,0
41907,ASG0003vfc,0
41908,ASG0003vfd,0
41909,ASG0003vff,0
41910,ASG0003vfh,0
41911,ASG0003vfj,0
41912,ASG0003vfl,0
41913,ASG0003vfm,0
41914,ASG0003vfn,0
41915,ASG0003vfo,0
41916,ASG0003vfp,0
41917,ASG0003vfq,0
41918,ASG0003vfr,0
41919,ASG0003vfs,0
41920,ASG0003vft,0
41921,ASG0003vfu,0
41922,ASG0003vfv,0
41923,ASG0003vfw,0
41924,ASG0003vfx,0
41925,ASG0003vfy,0
41926,ASG0003vfz,0
41927,ASG0003vg0,0
41928,ASG0003vg1,0
41929,ASG0003vg2,0
41930,ASG0003vg3,0
41931,ASG0003vg4,0
41932,ASG0003vg5,0
41933,ASG0003vg7,0
41934,ASG0003vg8,0
41935,ASG0003vg9,0
41936,ASG0003vga,0
41937,ASG0003vgb,0
41938,ASG0003vgd,0
41939,ASG0003vge,0
41940,ASG0003vgf,0
41941,ASG0003vgg,0
41942,ASG0003vgh,0
41943,ASG0003vgi,0
41944,ASG0003vgj,0
41945,ASG0003vgk,1
41946,ASG0003vgl,0
41947,ASG0003vgm,0
41948,ASG0003vgn,0
41949,ASG0003vgo,1
41950,ASG0003vgp,0
41951,ASG0003vgq,0
41952,ASG0003vgr,0
41953,ASG0003vgs,0
41954,ASG0003vgt,0
41955,ASG0003vgu,0
41956,ASG0003vgv,0
41957,ASG0003vgw,0
41958,ASG0003vgx,0
41959,ASG0003vgy,0
41960,ASG0003vgz,0
41961,ASG0003vh0,0
41962,ASG0003vh2,0
41963,ASG0003vh3,0
41964,ASG0003vh5,0
41965,ASG0003vh6,0
41966,ASG0003vh7,0
41967,ASG0003vh8,0
41968,ASG0003vh9,0
41969,ASG0003vha,0
41970,ASG0003vhb,0
41971,ASG0003vhc,0
41972,ASG0003vhd,0
41973,ASG0003vhe,0
41974,ASG0003vhf,0
41975,ASG0003vhg,0
41976,ASG0003vhh,0
41977,ASG0003vhj,0
41978,ASG0003vhk,0
41979,ASG0003vhl,0
41980,ASG0003vhm,0
41981,ASG0003vhn,0
41982,ASG0003vho,0
41983,ASG0003vhq,0
41984,ASG0003vhr,0
41985,ASG0003vhs,0
41986,ASG0003vht,0
41987,ASG0003vhv,0
41988,ASG0003vhw,0
41989,ASG0003vhx,0
41990,ASG0003vhy,0
41991,ASG0003vhz,0
41992,ASG0003vi0,0
41993,ASG0003vi1,0
41994,ASG0003vi2,0
41995,ASG0003vi3,0
41996,ASG0003vi4,0
41997,ASG0003vi5,0
41998,ASG0003vi6,0
41999,ASG0003vi7,0
42000,ASG0003vi8,0
42001,ASG0003vi9,0
42002,ASG0003vib,0
42003,ASG0003vic,0
42004,ASG0003vif,0
42005,ASG0003vig,0
42006,ASG0003vih,0
42007,ASG0003vii,0
42008,ASG0003vij,0
42009,ASG0003vik,0
42010,ASG0003vil,0
42011,ASG0003vim,0
42012,ASG0003vin,0
42013,ASG0003vio,0
42014,ASG0003vip,0
42015,ASG0003viq,0
42016,ASG0003vir,0
42017,ASG0003vis,0
42018,ASG0003vit,0
42019,ASG0003viu,0
42020,ASG0003viw,0
42021,ASG0003vix,0
42022,ASG0003viy,0
42023,ASG0003viz,1
42024,ASG0003vj0,0
42025,ASG0003vj1,0
42026,ASG0003vj2,0
42027,ASG0003vj3,0
42028,ASG0003vj4,0
42029,ASG0003vj5,0
42030,ASG0003vj6,0
42031,ASG0003vj7,0
42032,ASG0003vj8,0
42033,ASG0003vj9,0
42034,ASG0003vja,0
42035,ASG0003vjb,0
42036,ASG0003vjd,0
42037,ASG0003vje,0
42038,ASG0003vjf,0
42039,ASG0003vjg,0
42040,ASG0003vji,0
42041,ASG0003vjj,0
42042,ASG0003vjk,0
42043,ASG0003vjl,0
42044,ASG0003vjm,0
42045,ASG0003vjn,0
42046,ASG0003vjo,0
42047,ASG0003vjp,0
42048,ASG0003vjq,0
42049,ASG0003vjr,0
42050,ASG0003vjs,0
42051,ASG0003vjt,0
42052,ASG0003vju,0
42053,ASG0003vjv,0
42054,ASG0003vjw,0
42055,ASG0003vjx,0
42056,ASG0003vjy,0
42057,ASG0003vjz,0
42058,ASG0003vk0,0
42059,ASG0003vk1,0
42060,ASG0003vk3,0
42061,ASG0003vk4,0
42062,ASG0003vk5,0
42063,ASG0003vk6,0
42064,ASG0003vk7,0
42065,ASG0003vk8,0
42066,ASG0003vk9,0
42067,ASG0003vkb,0
42068,ASG0003vkc,0
42069,ASG0003vkd,0
42070,ASG0003vke,0
42071,ASG0003vkf,0
42072,ASG0003vki,0
42073,ASG0003vkj,0
42074,ASG0003vkk,0
42075,ASG0003vkl,0
42076,ASG0003vkn,0
42077,ASG0003vko,0
42078,ASG0003vkp,0
42079,ASG0003vkq,0
42080,ASG0003vkr,0
42081,ASG0003vks,0
42082,ASG0003vkt,0
42083,ASG0003vku,0
42084,ASG0003vkv,0
42085,ASG0003vkw,0
42086,ASG0003vkx,0
42087,ASG0003vky,0
42088,ASG0003vkz,0
42089,ASG0003vl0,0
42090,ASG0003vl1,0
42091,ASG0003vl2,0
42092,ASG0003vl3,0
42093,ASG0003vl4,0
42094,ASG0003vl5,0
42095,ASG0003vl6,0
42096,ASG0003vl7,0
42097,ASG0003vl8,0
42098,ASG0003vl9,0
42099,ASG0003vla,0
42100,ASG0003vlc,0
42101,ASG0003vle,0
42102,ASG0003vlf,0
42103,ASG0003vlg,0
42104,ASG0003vlh,0
42105,ASG0003vli,0
42106,ASG0003vlj,0
42107,ASG0003vlk,0
42108,ASG0003vlm,0
42109,ASG0003vlo,0
42110,ASG0003vlp,0
42111,ASG0003vlq,0
